ws
6345.833
5250
5966.667
6050
4566.5
4165.3
4500
5708.333
5633.333
2783.333
4660.457
3983.332
6750
4583.333
1383.333
3600
1916.667
3324.583
3605.436
2084.833
1901.317
2683.875
3636.122
2300
2300
4000
6216.667
5607.5
4691.5
6046
6166.667
4038.333
3808.333
12716.55
4070.833
5155.806
4820.551
5706.667
4624.917
5383.021
2536.25
3082.5
2116.667
2358.333
4246.25
4087.504
2022.684
5413.741
3987.667
4050
2342.857
9708.333
1900
1891.667
3908.333
1058.333
1237.5
2258.333
5225
3016.667
3125
2750
2590.905
2999.525
6767.083
2416.667
2183.333
2200
4091.667
2958.333
5450
2502.25
800.8333
2591.667
2995.742
2175
2795.958
1966.667
1473.333
4348.333
2916.667
2816.667
3056.667
3000
5698.333
5750
5500
1800
1266.667
8758.083
9160.423
8676.741
1750
4843.333
2854
6499.25
3495.833
6400
3325
2945.272
1864.167
5250
1560
1800
1500
4906.233
4216.667
3991.667
3263.333
2333.333
1812.5
3667.167
1998.333
4516.667
1655
1875
1725
7375
3583.333
2916.667
2250
3516.667
2381.75
1786.083
5889.333
3016.667
1883.333
2750
3433.333
2500
4476.342
2502.25
4609.808
4207.675
3750
3333.333
2860.183
5152.723
4000
3895.583
7567.092
5177.333
2883.333
2832.125
2375
5987.5
3590
3600
8291.667
7125
3004.167
2098.333
3958.333
2500
5130.667
4321.667
4008.333
2591.667
9921.667
7621.12
5980.208
3516.667
3855
2683.333
3833.333
3800
2525
5413.907
7294.037
900
2658.333
4525
5750
8558.333
4066.667
6341.667
2686.667
3895.833
1648.333
1500
6583.333
3333.333
2483.333
1608.333
1366.667
2039.508
5303.033
3336.75
5208.125
1208.333
2500
5833.333
1633.333
8416.667
5281.124
6578.646
11650.83
4770.771
28000
5104.333
6258.667
7683.333
6791.667
3656.667
3650
3316.667
2964.583
3225
3358.333
3448.767
929.1667
3333.333
7072.917
3416.667
1540.5
3041.667
2000
6025
5433.333
6815
5160
7460.833
3005.333
8198.333
7805.833
15333.33
2366.667
4225
2375
5225
8722
7334.717
2621.5
3851.8
3467.258
1963.333
2695.833
2150
3318.75
2500
2500
4317.083
3706.583
6000
2140
8520.833
3551.167
3389.917
5975.605
1708.333
1943.333
2033.333
3900
3300
4920.667
1443.391
5685.497
3262.886
9291.667
4463.217
1988.067
4611.093
6208.333
3066.667
4125
3000
2052.5
1380
3429
1815
1443.333
5266.825
2958.333
3790.521
3679.756
4015.825
5377.167
5348.333
2422.917
3800.833
1148.333
6471.25
4934.22
1574
1499.583
4610.833
2966.315
4099.75
4432.083
1091.667
3055
2990.054
1782.017
4799.562
3386.905
1972.917
2258.333
1520
1440
1061.667
1050.333
4975
4775
4475.833
3541.037
1000
3083.333
2566.567
3187.167
2889.292
3647.033
3088.717
3000
2066.667
2600
2800
2500
4426.8
1475
3200
3700
4667.317
1850.517
2025
7031.77
4022.1
11307
4751.417
1427.5
1114.286
1950
1670.833
2416.667
4160.375
3750
910
600
1601.65
1500
1500
3300
2455.833
3265.417
3850
3666.667
2985
5883.333
3632.417
4740.033
3075
3888.817
3715.236
850
850
2021.093
1763.722
4450.844
1279.167
3245.833
1308.333
1550.5
3603.917
3632
704.25
4072.832
2804.167
800
1566.75
1660.417
3099.983
1357.083
2604.167
1437.5
1629.583
4776.149
1058.333
908.3333
1042.857
3833.276
2581.485
1216.667
1041.667
2500
950
1250
1000
4769.083
856.1667
1688.889
4407.765
3426.04
1266.667
1397.438
1033.333
2902.5
6233.333
1329.25
1801.083
5515.5
1966.667
3050
2500
2708.333
3804.167
6294.167
1553.333
4772.5
2083.333
2793.333
4373.333
8692.083
9251.75
4785.333
1791.667
3320.833
1878.675
4037.142
1441.667
800
991.6667
3136.792
5086.808
2858.333
5823.458
5321.267
4405.917
2799.275
2120.833
2058.333
600
600
1272.917
1008.333
3730.313
2840
4016.8
1242.89
1219.667
2899.167
2751.667
2500
2500
3714.286
3700
1191.667
1308.333
2939
2960
3483.333
2133.333
9875
6108.333
4374.158
2080
5625
2350
2930.333
2388.667
2358.667
2983.667
1450
1375
2612
7261.092
1200
2146.833
2020.683
4883.333
3255.556
3079.167
2926
1689.06
4724.308
6065.717
2390.433
3146.917
6154.833
5000
6997.583
7592.358
3301.667
2775
2802.5
1716.667
1120.833
5450
3195.833
2240
3500
2617.583
1991
7915.417
8678.833
7023.667
2089.175
703.3333
1633.333
975
3868.208
962.5
760
2486.667
1736
1000
2608.333
6758.333
4050
13958.33
3253.792
2887.5
8000
4700
2500
2000
1779
3708.333
1083.333
3625
9549.167
4631.667
5935.597
3145.12
12091.67
6157.44
4426.967
3568.633
2645
2058.333
1389.552
6050.45
947
2483.193
1437.833
2754.167
1026.667
9969.667
10526.24
10109.67
4699.167
3341.667
10665.36
4741.638
700
1360
816.9167
1155
5212.333
6049.083
7093.083
2486.782
4133.333
3191.667
1875
8122.667
4228.333
3463.333
3108.333
3100
1669
4079.167
2192.333
1985.833
3074.667
4104.667
5293.833
1700
4079
2562
1516.667
5349.5
2112.692
3641.335
2993.333
1683.333
1958.333
6070.833
6250
2247.5
5835.583
2671.325
5108.031
5582.662
5633.333
4250
3699.417
5275
4575
4194.875
5163.3
4291.667
2225
1700
2670
8742.275
2121.458
5200
5216.667
8991.667
3300
7546.667
2247.778
4500.633
14750
5041.667
4008.333
10533.33
8600
7028.333
6087.667
8815.583
2037.333
2477.083
1650
1916.667
3050
2241.667
1987.5
2250
2425
1416.967
2354.167
2007.167
3041.667
5033.333
4751.167
5566.667
6683.333
9470.083
5181.75
3958.333
3225
5200
1548.75
13790
7375
8326.667
4253.583
6855
9897.664
10373.2
6371.771
5063.333
7000
6185
14933.92
9865.083
19550
8675
3246.667
3186.667
3416.667
3958.333
4916.667
3083.333
11685
2774.417
1760.167
1570.167
5000
3083.333
7954.267
2405.233
1808.333
1943.467
5384.833
7141.046
5567.402
1630
2166.667
1433.333
3863.468
2865
2191.667
9341.667
27000
14166.67
7000
6083.333
12346.67
10534.17
12791.05
13875.34
10475
10475
3790.268
1185.354
11926.67
2741.667
2958.333
8858.333
9716.667
3833.333
2179.583
3191.667
1485.833
2034.167
6563.333
2941.667
3375
3000
4233.333
6916.667
2466.667
2979.167
3200
2000
1500
4155
10906.67
8500
21810.42
3161.267
3138.125
8633.333
3000
4000
4509.2
5300
1616.667
2000
3497.921
2312.092
3958.333
3643.363
1041.667
1775
3429.81
4435.783
2088.333
1616.667
2725
3250
10840.42
1226.667
11750
3488.167
4042.583
1474
1343.5
1490.539
2153.316
12755
2047
11666.67
9827.134
7540.558
2916.667
2916.667
4183.333
5116.667
2517.692
2679.883
4688.333
2158.333
3416.667
3915.925
3913.5
4183.333
11258.33
2800
808.3333
2841.667
1455.417
2300
2691.667
10883.33
2014.167
1425.714
4789.664
5162.146
5706.02
5523.07
5081.333
3698.333
2666.4
1932.192
3440.533
2237.933
3183.333
1586.667
1675
1808.333
3133.333
2734.574
1495.917
1783.333
2142.025
2454.525
3037.5
2875
4983.333
1566.667
11166.67
5266.667
4508.333
3700.033
1624
4113.991
2020.833
1862.857
2149.983
3754.167
1500
2683.333
2166.667
1628.571
5916.667
2022.088
1764.85
3746.703
3303.512
2528
15717.8
7825
2183.067
1453.283
6303.5
3755
24385
24316.67
3365.38
3106.5
3108.783
1976.1
1436.25
2055.417
3966.7
13624.17
13150
5854.25
1200
3250
9400
1667.667
1336.25
838.75
3453.333
1959.5
5008.5
1870.417
4541.667
1574.167
3510
3700
5610.833
4541.667
10850
14438.5
2443.383
10629.08
3117.025
6452
2691.667
5470.072
2304.733
3525.816
3026.102
2964.104
2512.413
2000
1441.667
2769.861
2520.361
3979.727
1135.667
640
1528.571
1920.167
2015.5
1874.75
1000
2752.402
9583.333
5016.667
3641.667
1825
7197.632
4320
4636.25
4025
8433.333
3766.667
1966.667
4979.167
1683.333
1531.25
2000
9308.917
7112.383
6200
7000
2024.093
1930.68
3322.67
2563.636
2097.822
1762.583
2192.604
5458.333
3393.4
1160
5458.333
7258.333
1460.833
1385.833
2822.917
7660.833
6581.667
3375
7790.358
5729.258
4175.617
1857.658
6791.083
5071.493
10470.3
9295.152
5966.667
2850
7517.083
6085
6583.333
5312.5
2580.364
6883.333
3208.333
2500
7820
1583.333
11641.67
3483.333
8140.2
4819.683
2326.667
1108.333
3802.525
9400
1479.167
2137.083
12000
1000
2500
7680
3146.667
6470.5
3550.833
9040
2950
14089
5916.667
5450
3883.5
2312.833
9358.333
4109.375
3470.067
6485
2896.083
6148.667
1600.583
3000
1410
2083.333
2168.333
2343.275
654.1667
1791.667
1037.5
5250
700
5333.333
2500
8536.833
3708.333
2825
2100.967
3212.5
3711.765
3912.708
4125
1779
9163.333
3764.127
4435.556
2900.5
2195.455
2618.545
1800
796.2333
1981
8673.333
2150
3255.833
2923.417
1512.4
1510.042
2381.417
3204.292
2395.218
4452.417
2115.78
2015.408
2000
2538.333
7857.083
3889.5
12025.81
3465.167
1706.55
1942.883
1250
6433.812
2316.667
2916.667
2125
5729.371
3085.172
2737.333
2401.5
11800.03
4931.773
958.3333
7483.333
4742.5
4305
3523.333
3343.333
2701.667
1768.333
4166.333
3761
8160
2893.333
9786.667
2581.917
3210
5237
1075
1158.333
1356.267
2255.438
1903.588
1500
5280.833
5291.917
13583.45
7261.667
5691.667
1840
1360
1255
1477.083
2451.667
3333.333
1783.333
1625
2838.825
2150
2183.333
925
900
2452.783
1300
3658.333
2172
2802.417
2443.52
2866.583
3037.333
2491.667
2000
5158.333
1660.633
3608.333
4589.513
3589.512
2711.236
2373.514
6382.667
2463.333
2529.75
1657.727
1329.167
2994
3372.917
4555.5
2626.65
1624
1843.99
1476.16
1200
4582.517
2084.25
3301.333
2791.667
2974.408
3015.392
2052.167
2278.833
2040
6834.333
3311.417
3274.583
2269.5
2150
991.6667
3204.917
1228.667
4562.942
6991.5
2775
4788.078
6909.583
5639.48
3016.788
13897.67
8606.625
10189.17
5434.5
12631.9
7285.636
8170.333
2845.833
2437.5
9707.333
10233.33
4181.667
7131.414
4408.453
3858.333
4987.5
4075.833
2628.75
2645.833
4037.5
3533.613
2366.667
2800
4050
1770.833
3105
15072.74
7280
4933.333
2350
5800
15166.67
1708.333
6416.667
5500
5415.108
5764.775
1800
9078.333
1837.5
6020.833
5821.8
5255.083
2378.762
2503.126
11469.3
5468.917
2475.708
6125
5500
5623.333
3541.583
1675
4375.917
1719.714
11242.27
4367.061
5151.428
3783.333
3893.333
2900.667
3666.667
17474.5
2874.25
3125.833
3466.667
2291.667
3033.333
3864.82
6108.333
5645.833
9020.833
6168.75
7415
6785
6544.667
7090.083
5315.833
3670
10623.25
16733.79
3910.333
5604.207
3168.333
6730.35
1742.917
5284.318
3234.198
2000
6967.5
2610.167
5310.833
4230.697
2871.708
5700.417
2183.333
2014.583
4970.25
3270.167
5568.083
2497.833
2897.958
5789.583
2721.583
7437.5
8871.86
2366.667
4574.416
2119.892
6324.467
1320
5552.315
9206.184
3442.883
1691.706
5098.699
4744.791
6722.667
1906.667
4897.438
7625.833
6328.333
7017.083
5325
8275.167
4451.333
6974.086
12982.58
3860.223
8085.632
2870.425
1800
2075
5297.667
8525
3075.833
2763.643
2939.674
2510.695
1935.5
2212.5
2297.583
2360.75
4533.667
10525.83
4538.667
2498.667
9538.333
6240
5453.667
5815
3570
4379.167
3486.667
11503.3
10933.77
6572.75
6030
6929.25
3192.417
3350
3550
14083.33
11300
7735.876
2500
2500
2000
6031.667
8455.833
6674
4600
4985.333
5200
2283.333
4789.917
1900
4775.833
4941.667
3484.729
1651.137
5274.625
2076.25
5071.667
4770.833
2501.667
5724.917
4504.465
9162.667
3984.575
2935.974
4778.519
4321.25
6972.267
7852.128
3133.333
4754.667
8533.333
3891.667
9093.026
7647.917
2835.037
1086.667
2628.68
6574.917
4992.675
6885.5
4535.508
11401.67
3650
583.3333
3166.667
8455.77
2346.542
2034.167
1900
4833.917
1500.817
8925.667
12373.57
8383.108
3817.033
5658.333
8857.667
2000
2825.767
4295.833
4618.117
6833.333
4441.667
3438.13
2083.333
2900
2000
2500
5516.917
3892.417
2548.25
4156.072
5833.71
5369.717
2575
3333.333
6562.883
5793.417
4001.667
2791.667
1508.333
1558.333
10222.13
4250
4166.667
5946.667
4640.367
3316.667
4275
1033.333
1183.333
4720.469
1845
2625
1796.667
1400
1302.332
1425
1200
2965.833
1206.667
6244.76
2982.359
1983.333
1841.667
2183.333
3316.667
2241.667
3534.75
2868.083
2720.833
2820
2355.521
5950
2958.75
3150
1279.167
2078.333
1690.909
1800
5000
1183.333
1966.667
3441.667
11297.33
7098.333
2137.5
1450
7222.245
3436.667
2775
7723.917
6112.067
2019.667
3182.667
2908.333
1116.667
3499.167
3026.667
2020
1458.583
3180
2155.25
10261.82
1472.727
1960
4501.274
5730
1926.667
4694.843
3497.227
6000
4830.876
3878.023
3112.983
2471.758
5758.333
3978
4345.75
4513
2324.583
6611.592
3369
1250
5450
16333.33
1400
4854.333
2233.333
10516.93
4849.167
3727.5
1779.167
3846.363
2864.667
3376.5
3132.833
2303.5
4426
1090
3391.423
3294
5171.938
1550.833
1466.25
2207.167
3095.167
3000
1986.417
2140.833
3971.892
6939.583
6830.833
5532.617
3032.692
3125.633
2250
2900
4527
1500
1375
6058.333
3968.292
5655.033
4878.3
3080.357
1000
3330.173
1567.533
3921.774
3508.333
8250.408
7303.067
3403.5
3591.333
2239.097
1532.654
7448.15
2672.702
2289.354
11801.8
2300
2718.7
4927.5
3600
1757.833
1668.583
2016.667
3125
2366.667
2361.667
2294.258
3307.5
1433.333
3563.509
5235.675
11016.67
10850
7560.308
1457.167
2112.453
2925.96
566.6667
1734.5
3131.875
4739.626
2751.35
1900
1646.575
1909.408
3285.934
3204.014
4182.5
1650
6447.484
5487.94
2475
2083.333
1245.833
1916.667
2490.667
2332.471
2350.833
2001.667
3600
860
3100
1692.733
1442.2
3061.167
6000
8760.11
1183.333
1000
1200
800
1400
6000
3025
